-2.984279E-13,0.5000041,-8,0,0,0
-6.004086E-13,0.5000049,-8,0,0,0
-2.110312E-12,0.5000051,-8,0,0,0
-2.714273E-12,0.5000051,-8,0,0,0
-3.016254E-12,0.5000051,-8,0,0,0
-3.016254E-12,0.5000051,-8,0,0,0
-3.318235E-12,0.5000051,-8,0,0,0
-3.318235E-12,0.5000051,-8,0,0,0
-3.318235E-12,0.5000051,-8,0,0,0
-3.620215E-12,0.5000051,-8,-3.271457E-13,0,0
-3.620215E-12,0.5000051,-8,-5.536312E-13,0,0
-3.922196E-12,0.5000051,-8,5.787963E-13,0,0
-3.922196E-12,0.5000051,-8,-9.562721E-13,0,0
-4.224177E-12,0.5000051,-8,6.542915E-13,0,0
-4.224177E-12,0.5000051,-8,-9.562721E-13,0,0
-4.526157E-12,0.5000051,-8,6.542915E-13,0,0
-4.526157E-12,0.5000051,-8,-9.562721E-13,0,0
-4.828138E-12,0.5000051,-8,6.542915E-13,0,0
-5.130119E-12,0.5000051,-8,-9.562721E-13,0,0
-5.130119E-12,0.5000051,-8,2.516506E-14,0,0
-5.432099E-12,0.5000051,-8,2.516506E-13,0,0
-5.432099E-12,0.5000051,-8,-8.80777E-13,0,0
-5.73408E-12,0.5000051,-8,6.542915E-13,0,0
-5.73408E-12,0.5000051,-8,-9.562721E-13,0,0
-6.036061E-12,0.5000051,-8,6.542915E-13,0,0
-6.338041E-12,0.5000051,-8,-9.562721E-13,0,0
-6.338041E-12,0.5000051,-8,2.516506E-14,0,0
-6.640022E-12,0.5000051,-8,2.516506E-13,0,0
-6.942003E-12,0.5000051,-8,-8.80777E-13,0,0
-6.942003E-12,0.5000051,-8,2.516506E-14,0,0
-7.243983E-12,0.5000051,-8,2.516506E-13,0,0
-7.545964E-12,0.5000051,-8,-8.80777E-13,0,0
-7.545964E-12,0.5000051,-8,2.516506E-14,0,0
-7.847945E-12,0.5000051,-8,2.516506E-13,0,0
-7.847945E-12,0.5000051,-8,-8.80777E-13,0,0
-8.149925E-12,0.5000051,-8,6.542915E-13,0,0
-8.451906E-12,0.5000051,-8,-9.562721E-13,0,0
-8.451906E-12,0.5000051,-8,2.516506E-14,0,0
-8.753887E-12,0.5000051,-8,2.516506E-13,0,0
-8.753887E-12,0.5000051,-8,-8.80777E-13,0,0
